step	loss
49	0.4983706474304199
99	0.3858467936515808
149	0.39470580220222473
199	0.3544580936431885
249	0.3803481459617615
299	0.36159801483154297
349	0.3504888415336609
399	0.3421773910522461
449	0.37044402956962585
499	0.34493738412857056
549	0.35490208864212036
599	0.3353111445903778
649	0.3712795376777649
699	0.3542853891849518
749	0.3398711383342743
799	0.3211856484413147
