step	acc
49	0.8257575631141663
99	0.8605248928070068
149	0.8544372320175171
199	0.868100643157959
249	0.8520021438598633
299	0.8594426512718201
349	0.8583604097366333
399	0.8626893758773804
449	0.8538960814476013
499	0.8595778942108154
549	0.8640422224998474
599	0.8599837422370911
649	0.8553841710090637
699	0.8502435088157654
749	0.8636363744735718
799	0.8718885183334351
