step	acc
156	0.9285851716995239
313	0.945040225982666
470	0.9492231607437134
627	0.9519093632698059
784	0.953620433807373
941	0.9549188613891602
1098	0.9560340046882629
1255	0.9569668769836426
1412	0.9577470421791077
1569	0.958337128162384
1570	0.957020103931427
