timestamp	step	train/loss
1666823433072	0	0.2660842537879944
1666824021194	1	0.1739753633737564
1666824605024	2	0.15187886357307434
1666825192053	3	0.14019303023815155
1666825773641	4	0.1313408762216568
1666826355391	5	0.1248694360256195
1666826934345	6	0.12079301476478577
