step	train/loss
0	1.2178202867507935
1	0.940585196018219
2	0.8416845798492432
3	0.7432954907417297
4	0.6937019228935242
5	0.6344826817512512
6	0.6058931946754456
7	0.5823222994804382
8	0.5622340440750122
9	0.5511354207992554
